,Название фильма,Дата начала показа фильма,Аннотация,Вид Фильма,Категория,Цвет,"Продолжительность демонстрации, часы","Продолжительность демонстрации, минуты",Формат носителя,Студия-производитель,Страна производства,Год производства,Режиссер,Художник,Сценарист,Оператор,Композитор,Продюсер,Возрастная категория
344973,Мультобоз. Программа 3,2018-07-19,Мультсборник,Анимационный,Кино,Цветной,1.0,67.0,HDD,"АНО Школа-студия анимационного кино ""ШАР""",Россия,2018,"С.Филиппова, С.Антонов, К.Кравченко, Е.Храпкова, Е.Бим, А.Зайцев и др.","С.Филиппова, С.Антонов, К.Кравченко, Е.Храпкова, Е.Бим, М.Кузнецова и др.","С.Филиппова, С.Антонов, К.Кравченко, Е.Храпкова, Е.Бим, А.Зайцев и др.",,"О.Коваленко, О.Фармер, В.Базилевский, В.Литманович, А.Гусев, А.Калягин и др.","Л.Гайдукова, С.Мирзаев, АНО Школа-студия анимационного кино ""ШАР"" ",12+
344979,Магия книги,,Основной посыл фильма - развитие интереса детской аудитории к окружающему миру через чтение книг,Анимационный,Кино,Цветной,,,DPX,"ООО ""ВИЗАРТ ФИЛЬМ""",Россия,2018,С.Добровский,,С.Добровский,,В.Овчинников,"ООО ""ВИЗАРТ ФИЛЬМ""",0+
344980,Дольмен,2018-06-29,"Драма, мистика",Художественный,Кино,Цветной,0.0,11.0,Другой,"ООО ""ГОРИЗОНТ СОБЫТИЙ""",Россия,2018,О.Белоусова,Е.Кузнецова,О.Белоусова,А.Янков,Г.Бондаренко,В.Комаров,12+
344981,Ты водишь!,2018-06-28,Комедия,Художественный,Кино,Цветной,1.0,100.0,HDD,"Броукен Роад, Нью Лайн Синема",США,2018,Джефф Томсич,Дэвид Сэндфёр,"Роб МакКиттрик, Марк Стейлен",Ларри Блэнфорд,Джермейн Франко,"Тодд Гарнер, Марк Стейлен",18+
344984,ЛЕОНИД ЯКОБСОН,2018-07-02,Документальный фильм,Документальный,Кино,Цветной+Черно-белый,0.0,44.0,Другой,"ООО ""СТУДИЯ Н+Н""",Россия,2018,Н.Урвачева,,З.Беляева,"П.Скворцов, В.Семенов",,Н.Урвачева,6+
344985,Александр Калягин и Et Cetera,2018-07-02,Документальный фильм,Документальный,Кино,Цветной+Черно-белый,0.0,44.0,Другой,"ООО ""СТУДИЯ Н+Н""",Россия,2018,О.Высоцкая,,Н.Виноградова,"В.Семенов, А.Добрияник, О.Тодорович",,Н.Урвачева,6+
344986,ПОДЗЕМНЫЕ ДВОРЦЫ ДЛЯ ВОЖДЯ И СИНИЦЫ,2018-07-02,Документальный фильм,Документальный,Кино,Цветной+Черно-белый,0.0,39.0,Другой,"ООО ""СТУДИЯ Н+Н""",Россия,2018,С.Ермоленко,,А.Голец,П.Полуботко,,Н.Виноградова,6+
344987,Убийца 2. Против всех,2018-06-28,Мексиканские наркокортели направляют в США террористов.,Художественный,Кино,Цветной,2.0,122.0,HDD,"Блэк Лейбл Медиа, Эр А И Синема, Сандер Роуд Пикчерз",США - Италия,2018,Стефано Соллима,Кевин Кэвэно,Тейлор Шеридан,Дариуш Вольски,Хильдур Гуднадоттир,"Бэзил Иваник, Тэд Лакинбилл, Эрика Ли",18+
344988,Потерянное счастье,2018-06-27,Мелодрама,Художественный,Кино,Цветной,1.0,90.0,BETACAM–кассета,"ООО ""Стар Медиа Дистрибьюшн""",Россия,2018,Г.Якубовский,А.Почаев,"Е.Арбузов, Е.Арбузова, О.Жабина",А.Макеев,"Б.Кинер, А.Прокопович","ООО ""Стар Медиа Дистрибьюшн""",16+
344989,Садовое кольцо,2018-07-02,Драма,Художественный,Кино,Цветной,10.0,643.0,DVD,"ООО ""Мармот-фильм""",Россия,2017,А.Смирнов,Э.Галкин,А.Шаргунова (псевдоним Анна Козлова),С.Медведев,А.Соловьева (псевдоним - Анна Друбич),В.Тодоровский,12+
344990,Только не они,2018-10-25,Комедия,Художественный,Кино,Цветной,1.0,98.0,DPX,"ООО ""Арт Пикчерс Студия""",Россия,2017,А.Бойков,О.Соколова,А.Бойков,А.Куприянов,"А.Новосельцев, Д.Суров","ООО ""Арт Пикчерс Студия""",16+
344991,Не моё собачье дело,,Комедия об аниматоре в Московском зоопарке,Художественный,Кино,Цветной,1.0,95.0,DPX,"ООО ""Форпост продакшн""",Россия,2018,А.Чернов,"Е.Елисеева-Сусекова, Д.Бакуров","В.Сотников, М.Мусина",А.Бурцев,"О.Саламов, Д.Евгенидзе","ООО ""Форпост продакшн""",12+
344992,ЙОКО и Друзья,,История о трех друзьях,Анимационный,Кино,Цветной,1.0,78.0,DPX,"ООО ""ВИЗАРТ ФИЛЬМ"", ООО ""СОМУГА ПРОДУКТОРА"", ООО ""ДИБУЛИТООН СТУДИО""","Россия, Испания",2018,"Д.Ризванов, Г.Гитис, Р.Гильметдинов, Х.Х.Элорди Бильбао",,"Е.Голубева, Э.Барруэтабенья Итурриага, К.Брокетас Соланс, П.Кевин Страдер",,Майкл Ричард Плоумен,"ООО ""ВИЗАРТ ФИЛЬМ"", ООО ""СОМУГА ПРОДУКТОРА"",  ООО ""ДИБУЛИТООН СТУДИО""",0+
344994,Крымский излом,2018-07-11,Документальный фильм,Документальный,Кино,Цветной,0.0,13.0,BETACAM–кассета,"ООО Авторский центр ""Мастер""",Россия,2018,В.Новиков,,Г.Ильин,Р.Коробко,,"В.Малышев, Ю.Беленький",12+
345002,"Мир, который построил Маркс",2018-07-11,Документальный фильм,Документальный,Кино,Цветной,0.0,45.0,BETACAM–кассета,"ООО ""ПродюсерЦентр""",Россия,2018,И.Бахтина,,И.Бахтина,"И.Бернацкий, Ю.Ермолин, А.Калашников, Ю.Кочубей, М.Крашенинников",М.Кравченко,А.Виноградова,16+
345003,Зверь,2018-07-05,Несчастье 27-летней девушки. ,Художественный,Кино,Цветной,1.0,107.0,HDD,"Агиле Филмз, Бэ Эф И, Фильм Фонд, Филм Фо, Стрей Бир Продакшнз",Великобритания,2017,Майкл Пирс,Лаура Эллис Крикс,Майкл Пирс,Бенджамин Кракун,Джим Уильямс,"Кристиан Броуди, Лорен Дарк, Ивана МакКиннон",18+
345006,Петербургский роман,2018-07-12,Драма,Художественный,Кино,Цветной,6.0,399.0,HDD,"ООО ""ФАВОРИТ МЕДИА""",Россия,2018,А.Муратов,Е.Лизогубова,"М.Сасина, В.Москаленко, по сюжету А.Мирохиной",Н.Рождественский,Н.Парфенюк,"А.Чижиков, Н.Чижикова",12+
